Ticker,Date/Time,Open,High,Low,Close,Volume
^JKINFOBANK15,11/8/2012,409.38,413.83,407.98,411.78,74930000
^JKINFOBANK15,11/9/2012,409.39,416.15,409.34,416.15,71040000
^JKINFOBANK15,11/12/2012,414.11,417.59,413.81,416.12,75860000
^JKINFOBANK15,11/13/2012,416.12,420.14,415.50,418.49,67490000
^JKINFOBANK15,11/14/2012,420.37,425.94,418.83,422.41,108440000
^JKINFOBANK15,11/19/2012,420.02,421.43,412.53,413.37,102280000
^JKINFOBANK15,11/20/2012,415.55,418.44,410.20,413.83,88030000
^JKINFOBANK15,11/21/2012,413.49,414.13,410.28,413.23,84550000
^JKINFOBANK15,11/22/2012,411.40,416.33,411.40,414.46,100920000
^JKINFOBANK15,11/23/2012,414.46,419.60,413.60,418.08,117510000
^JKINFOBANK15,11/26/2012,419.91,422.59,418.21,421.43,115390000
^JKINFOBANK15,11/27/2012,423.05,426.41,416.58,416.58,147610000
^JKINFOBANK15,11/28/2012,413.09,417.85,412.47,416.80,146370000
^JKINFOBANK15,11/29/2012,419.04,419.61,414.11,417.04,142170000
^JKINFOBANK15,11/30/2012,416.44,416.73,405.02,406.45,265490000
^JKINFOBANK15,12/3/2012,408.35,418.30,407.30,418.06,123800000
^JKINFOBANK15,12/4/2012,411.49,412.97,402.13,404.90,174100000
^JKINFOBANK15,12/5/2012,404.22,408.51,402.39,406.36,119580000
^JKINFOBANK15,12/6/2012,408.22,408.94,404.13,404.74,120100000
^JKINFOBANK15,12/7/2012,403.61,406.06,400.75,401.68,110070000
^JKINFOBANK15,12/10/2012,403.17,409.78,403.17,406.14,130990000
^JKINFOBANK15,12/11/2012,406.52,411.15,404.84,408.12,164680000
^JKINFOBANK15,12/12/2012,408.95,413.94,406.80,413.51,146090000
^JKINFOBANK15,12/13/2012,414.08,414.84,408.77,411.10,147160000
^JKINFOBANK15,12/14/2012,412.12,412.17,403.60,407.35,127050000
^JKINFOBANK15,12/17/2012,406.55,409.14,404.81,408.52,125380000
^JKINFOBANK15,12/18/2012,407.55,408.97,404.29,406.69,153650000
^JKINFOBANK15,12/19/2012,408.08,408.40,403.37,405.03,147710000
^JKINFOBANK15,12/20/2012,405.03,407.05,400.71,407.05,136220000
^JKINFOBANK15,12/21/2012,407.23,410.22,401.05,403.63,115740000
