Ticker,Date/Time,Open,High,Low,Close,Volume
^JKMING,3/8/2000,151.80,159.05,149.50,154.06,0
^JKMING,3/9/2000,154.06,157.10,153.07,153.84,0
^JKMING,3/10/2000,153.84,161.54,153.84,159.63,0
^JKMING,3/13/2000,159.63,161.51,156.41,156.92,0
^JKMING,3/14/2000,156.92,157.44,155.37,156.63,0
^JKMING,3/15/2000,156.63,156.63,155.14,156.44,0
^JKMING,3/16/2000,156.44,156.44,156.44,156.44,0
^JKMING,3/17/2000,156.44,159.81,153.82,155.62,0
^JKMING,3/20/2000,155.62,155.62,151.69,152.40,0
^JKMING,3/21/2000,152.40,152.40,148.32,149.04,0
^JKMING,3/22/2000,149.04,150.49,148.32,148.80,0
^JKMING,3/23/2000,148.80,150.87,147.61,147.92,0
^JKMING,3/24/2000,147.92,148.58,146.15,146.15,0
^JKMING,3/27/2000,146.15,147.29,145.51,145.93,0
^JKMING,3/28/2000,145.93,147.78,145.72,147.40,0
^JKMING,3/29/2000,147.40,150.63,145.97,150.39,0
^JKMING,3/30/2000,150.39,150.70,146.73,149.35,0
^JKMING,3/31/2000,149.35,149.35,149.35,149.35,0
^JKMING,4/3/2000,149.35,149.35,143.58,144.32,0
^JKMING,4/4/2000,144.32,144.32,144.32,144.32,0
^JKMING,4/5/2000,144.32,144.32,141.60,141.63,0
^JKMING,4/6/2000,141.63,141.63,141.63,141.63,0
^JKMING,4/7/2000,141.63,144.82,141.63,142.59,0
^JKMING,4/10/2000,142.59,142.59,139.24,139.96,0
^JKMING,4/11/2000,139.96,141.98,139.43,141.98,0
^JKMING,4/12/2000,141.98,143.61,140.13,142.90,0
^JKMING,4/13/2000,142.90,145.66,142.60,144.07,0
^JKMING,4/14/2000,144.07,144.07,141.62,143.04,0
^JKMING,4/17/2000,143.04,143.04,134.51,135.99,0
^JKMING,4/18/2000,135.99,137.34,133.33,134.04,0
^JKMING,4/19/2000,134.04,135.77,133.29,133.29,0
^JKMING,4/20/2000,133.29,134.00,131.07,133.14,0
^JKMING,4/21/2000,133.14,133.14,133.14,133.14,0
^JKMING,4/24/2000,133.14,136.26,133.14,135.13,0
^JKMING,4/25/2000,135.13,135.13,129.98,132.23,0
^JKMING,4/26/2000,132.23,134.14,128.40,132.82,0
^JKMING,4/27/2000,132.82,133.31,131.65,132.93,0
^JKMING,4/28/2000,132.93,133.02,131.86,131.92,0
^JKMING,5/1/2000,131.92,133.39,131.31,132.41,0
^JKMING,5/2/2000,132.41,135.05,132.41,135.05,0
^JKMING,5/3/2000,135.05,141.43,133.76,138.67,0
^JKMING,5/4/2000,138.67,149.05,138.67,145.63,0
^JKMING,5/5/2000,145.63,154.04,145.63,154.04,0
^JKMING,5/8/2000,154.04,156.03,151.83,151.92,0
^JKMING,5/9/2000,151.92,151.92,151.92,151.92,0
^JKMING,5/10/2000,148.65,149.10,146.99,149.10,0
^JKMING,5/11/2000,149.10,149.10,141.10,141.16,0
^JKMING,5/12/2000,141.16,145.15,141.16,144.66,0
^JKMING,5/15/2000,144.66,144.66,139.90,140.33,0
^JKMING,5/16/2000,140.33,140.62,137.03,137.38,0
^JKMING,5/17/2000,137.38,141.97,137.38,141.11,0
^JKMING,5/18/2000,141.11,141.11,141.11,141.11,0
^JKMING,5/19/2000,141.11,142.57,138.22,138.99,0
^JKMING,5/22/2000,138.99,138.99,135.70,135.70,0
^JKMING,5/23/2000,135.70,137.29,133.73,134.89,0
^JKMING,5/24/2000,134.89,138.66,134.83,138.66,0
^JKMING,5/25/2000,138.66,140.60,138.14,139.26,0
^JKMING,5/26/2000,139.26,139.26,136.20,138.09,0
^JKMING,5/29/2000,138.09,138.09,128.03,128.03,0
^JKMING,5/30/2000,128.03,128.03,128.03,128.03,0
^JKMING,5/31/2000,130.66,135.81,128.59,133.59,0
^JKMING,6/1/2000,133.59,133.59,133.59,133.59,0
^JKMING,6/2/2000,133.59,138.39,132.83,133.84,0
^JKMING,6/5/2000,133.84,134.71,129.11,133.68,0
^JKMING,6/6/2000,133.68,133.68,125.97,129.83,0
^JKMING,6/7/2000,129.83,131.30,125.68,131.30,0
^JKMING,6/8/2000,131.30,137.62,130.66,133.47,0
^JKMING,6/9/2000,133.47,137.62,133.47,134.88,0
^JKMING,6/12/2000,134.88,137.30,131.15,131.15,0
^JKMING,6/13/2000,131.15,136.93,131.15,132.60,0
^JKMING,6/14/2000,132.60,139.97,132.60,139.97,0
^JKMING,6/15/2000,139.97,139.97,139.97,139.97,0
^JKMING,6/16/2000,139.97,145.49,139.97,141.57,0
^JKMING,6/19/2000,141.57,143.79,140.98,141.44,0
^JKMING,6/20/2000,141.44,146.30,141.44,143.64,0
^JKMING,6/21/2000,143.64,153.88,143.64,152.60,0
^JKMING,6/22/2000,152.60,155.99,150.02,152.96,0
^JKMING,6/23/2000,152.96,154.17,150.02,153.66,0
^JKMING,6/26/2000,153.66,168.96,153.66,161.13,0
^JKMING,6/27/2000,161.13,165.31,155.34,158.27,0
^JKMING,6/28/2000,158.27,160.20,156.34,158.59,0
^JKMING,6/29/2000,158.59,158.84,154.54,154.54,0
^JKMING,6/30/2000,154.54,156.52,153.88,156.52,0
^JKMING,7/3/2000,156.52,156.90,150.78,152.56,0
^JKMING,7/4/2000,152.56,159.30,144.89,159.30,0
^JKMING,7/5/2000,159.30,162.50,155.16,159.51,0
^JKMING,7/6/2000,159.51,161.64,156.75,158.68,0
^JKMING,7/7/2000,158.68,159.74,154.54,155.81,0
^JKMING,7/10/2000,155.81,158.93,154.57,154.72,0
^JKMING,7/11/2000,154.72,157.26,154.72,156.68,0
^JKMING,7/12/2000,156.68,160.98,156.68,157.57,0
^JKMING,7/13/2000,157.57,158.18,154.69,155.38,0
^JKMING,7/14/2000,155.38,156.67,154.29,154.79,0
^JKMING,7/17/2000,154.79,158.88,154.79,156.73,0
^JKMING,7/18/2000,156.73,157.75,156.73,157.35,0
^JKMING,7/19/2000,156.73,157.75,156.73,157.35,0
^JKMING,7/20/2000,158.10,159.45,156.47,156.83,0
^JKMING,7/21/2000,156.83,158.12,156.19,157.09,0
^JKMING,7/24/2000,157.09,157.91,153.34,153.84,0
^JKMING,7/25/2000,153.84,154.61,151.08,152.27,0
^JKMING,7/26/2000,152.27,153.46,151.60,152.68,0
^JKMING,7/27/2000,152.68,154.49,152.58,154.49,0
^JKMING,7/28/2000,154.49,156.29,154.20,155.72,0
^JKMING,7/31/2000,155.72,157.03,151.44,152.32,0
^JKMING,8/1/2000,152.32,153.90,151.79,153.10,0
^JKMING,8/2/2000,153.10,153.10,151.43,151.88,0
^JKMING,8/3/2000,151.88,152.70,151.18,152.05,0
^JKMING,8/4/2000,152.05,152.52,151.18,152.52,0
^JKMING,8/7/2000,152.52,154.13,151.12,151.69,0
^JKMING,8/8/2000,151.69,152.50,149.70,150.57,0
^JKMING,8/9/2000,150.57,151.05,149.52,150.72,0
^JKMING,8/10/2000,150.72,156.09,150.72,154.04,0
^JKMING,8/11/2000,154.04,160.61,154.04,160.61,0
^JKMING,8/14/2000,160.61,161.76,158.20,158.23,0
^JKMING,8/15/2000,157.30,158.57,156.32,157.36,0
^JKMING,8/16/2000,157.36,160.44,157.33,158.57,0
^JKMING,8/17/2000,158.57,158.57,158.57,158.57,0
^JKMING,8/18/2000,158.57,158.95,157.32,158.21,0
^JKMING,8/21/2000,158.21,159.69,157.62,158.18,0
^JKMING,8/22/2000,158.18,162.98,158.18,162.24,0
^JKMING,8/23/2000,162.24,165.34,161.88,163.46,0
