Ticker,Date/Time,Open,High,Low,Close,Volume
^JKMNC36,8/29/2013,201.76,205.45,200.26,205.20,1600000000
^JKMNC36,8/30/2013,204.90,211.50,204.36,211.50,1570000000
^JKMNC36,9/2/2013,211.41,211.93,202.44,204.23,985310016
^JKMNC36,9/3/2013,204.83,208.15,204.67,207.56,857859968
^JKMNC36,9/4/2013,205.95,206.04,201.27,201.68,881600000
^JKMNC36,9/5/2013,203.44,205.03,197.86,199.91,1170000000
^JKMNC36,9/6/2013,200.57,201.75,197.85,201.65,911470016
^JKMNC36,9/9/2013,204.30,209.26,203.27,209.26,1250000000
^JKMNC36,9/10/2013,211.94,222.82,211.94,222.82,2440000000
^JKMNC36,9/11/2013,224.01,226.03,217.35,221.80,1250000000
^JKMNC36,9/12/2013,220.34,222.72,218.59,221.30,1020000000
^JKMNC36,9/13/2013,220.03,223.11,218.72,222.77,883049984
^JKMNC36,9/16/2013,224.88,232.24,224.80,232.24,1490000000
^JKMNC36,9/17/2013,231.83,233.08,229.03,231.44,1280000000
^JKMNC36,9/18/2013,230.25,230.40,226.11,226.96,855030016
^JKMNC36,9/19/2013,235.07,250.59,235.07,240.13,3120000000
^JKMNC36,9/20/2013,238.84,239.83,233.84,233.84,1260000000
^JKMNC36,9/23/2013,229.46,232.38,228.92,232.38,846489984
^JKMNC36,9/24/2013,231.25,233.09,225.01,226.24,1150000000
^JKMNC36,9/25/2013,221.22,225.04,218.97,222.49,1020000000
^JKMNC36,9/26/2013,222.39,227.40,221.86,222.58,1190000000
^JKMNC36,9/27/2013,225.07,226.05,223.54,224.16,732579968
^JKMNC36,9/30/2013,221.23,223.00,216.40,216.40,993400000
^JKMNC36,10/1/2013,216.19,221.77,216.19,219.25,1030000000
^JKMNC36,10/2/2013,221.10,224.51,221.10,222.52,792249984
^JKMNC36,10/3/2013,223.05,224.39,222.68,223.89,519940000
^JKMNC36,10/4/2013,223.15,223.50,221.09,222.60,545379968
^JKMNC36,10/7/2013,222.69,223.65,220.83,221.91,636360000
^JKMNC36,10/8/2013,220.70,226.29,220.65,225.34,1090000000
^JKMNC36,10/9/2013,224.34,226.93,223.56,225.91,809760000
^JKMNC36,10/10/2013,227.66,229.11,227.06,227.71,1070000000
^JKMNC36,10/11/2013,230.53,231.55,228.38,229.48,1040000000
^JKMNC36,10/16/2013,230.15,230.49,226.55,227.43,797830016
^JKMNC36,10/17/2013,229.92,231.32,227.52,228.65,906009984
^JKMNC36,10/18/2013,228.47,230.15,226.89,230.15,893990016
^JKMNC36,10/21/2013,230.81,232.93,230.24,232.86,1130000000
^JKMNC36,10/22/2013,230.76,231.46,227.43,228.33,756080000
^JKMNC36,10/23/2013,229.52,235.76,229.52,230.44,1490000000
^JKMNC36,10/24/2013,229.70,233.93,229.54,233.81,1390000000
^JKMNC36,10/25/2013,232.66,234.49,231.90,232.96,1090000000
^JKMNC36,10/28/2013,234.06,235.01,232.56,233.73,1240000000
^JKMNC36,10/29/2013,232.94,233.78,230.43,231.92,869830016
^JKMNC36,10/30/2013,232.00,233.01,230.32,232.67,1100000000
^JKMNC36,10/31/2013,229.82,230.89,227.02,228.34,1220000000
^JKMNC36,11/1/2013,225.26,228.78,223.39,223.39,1180000000
^JKMNC36,11/4/2013,223.04,224.19,221.41,223.27,679369984
^JKMNC36,11/6/2013,223.89,224.18,221.86,224.18,940880000
^JKMNC36,11/7/2013,224.46,226.51,223.95,225.88,1090000000
^JKMNC36,11/8/2013,223.87,225.74,223.37,224.63,951720000
^JKMNC36,11/11/2013,224.45,225.00,221.46,221.74,875480000
^JKMNC36,11/12/2013,222.35,222.68,217.09,217.96,978520000
^JKMNC36,11/13/2013,216.57,216.57,212.01,213.53,1090000000
^JKMNC36,11/14/2013,215.14,218.96,215.14,217.84,1130000000
^JKMNC36,11/15/2013,219.54,220.76,215.08,216.27,815430016
^JKMNC36,11/18/2013,217.63,219.67,217.61,219.40,748809984
^JKMNC36,11/19/2013,219.15,219.91,217.35,219.32,929800000
^JKMNC36,11/20/2013,219.83,219.90,214.23,216.01,902200000
^JKMNC36,11/21/2013,214.46,214.55,211.66,213.46,805950016
^JKMNC36,11/22/2013,215.07,215.59,212.32,213.25,726979968
^JKMNC36,11/25/2013,214.57,215.27,213.14,214.15,591609984
^JKMNC36,11/26/2013,213.95,213.98,207.94,207.94,1480000000
^JKMNC36,11/27/2013,209.49,210.32,207.26,209.72,850840000
^JKMNC36,11/28/2013,210.84,211.46,207.62,209.57,657150016
^JKMNC36,11/29/2013,208.86,211.08,208.45,211.01,536620000
^JKMNC36,12/2/2013,211.73,215.65,211.35,215.35,1420000000
^JKMNC36,12/3/2013,214.91,215.08,211.73,213.50,857800000
^JKMNC36,12/4/2013,211.84,212.20,209.62,209.62,686590016
^JKMNC36,12/5/2013,209.65,210.00,205.80,207.99,743299968
^JKMNC36,12/6/2013,207.09,207.23,204.04,205.13,835219968
^JKMNC36,12/9/2013,207.26,208.16,205.24,207.21,895320000
^JKMNC36,12/10/2013,207.76,211.26,207.45,210.95,1040000000
^JKMNC36,12/11/2013,210.77,211.80,208.96,211.52,874940032
^JKMNC36,12/12/2013,209.08,210.51,207.65,207.65,884849984
^JKMNC36,12/13/2013,207.66,207.88,204.76,205.78,680670016
^JKMNC36,12/16/2013,204.45,204.48,201.94,202.90,652089984
^JKMNC36,12/17/2013,204.31,206.93,204.24,206.04,780680000
^JKMNC36,12/18/2013,206.93,208.06,205.06,206.91,695150016
^JKMNC36,12/19/2013,209.05,210.95,207.75,208.94,757510016
^JKMNC36,12/20/2013,208.65,209.07,205.73,206.31,623379968
