Ticker,Date/Time,Open,High,Low,Close,Volume
^JKINFA,3/8/2000,130.27,130.92,127.24,130.71,0
^JKINFA,3/9/2000,130.71,136.49,130.71,135.73,0
^JKINFA,3/10/2000,135.73,139.24,135.73,137.09,0
^JKINFA,3/13/2000,137.09,139.29,135.19,136.68,0
^JKINFA,3/14/2000,136.68,137.72,135.77,136.94,0
^JKINFA,3/15/2000,136.94,138.47,135.84,137.08,0
^JKINFA,3/16/2000,137.08,137.08,137.08,137.08,0
^JKINFA,3/17/2000,137.08,140.48,137.08,137.99,0
^JKINFA,3/20/2000,137.99,137.99,134.68,134.87,0
^JKINFA,3/21/2000,134.87,135.51,133.91,135.34,0
^JKINFA,3/22/2000,135.34,137.38,135.34,135.62,0
^JKINFA,3/23/2000,135.62,137.02,134.40,135.29,0
^JKINFA,3/24/2000,135.29,137.20,133.60,134.50,0
^JKINFA,3/27/2000,134.50,135.20,133.41,135.20,0
^JKINFA,3/28/2000,135.20,137.00,134.57,137.00,0
^JKINFA,3/29/2000,137.00,138.43,136.30,137.99,0
^JKINFA,3/30/2000,137.99,138.62,136.32,137.11,0
^JKINFA,3/31/2000,137.11,137.11,137.11,137.11,0
^JKINFA,4/3/2000,137.11,137.24,132.63,132.63,0
^JKINFA,4/4/2000,132.63,132.63,132.63,132.63,0
^JKINFA,4/5/2000,132.63,135.05,130.61,135.05,0
^JKINFA,4/6/2000,135.05,135.05,135.05,135.05,0
^JKINFA,4/7/2000,135.05,137.57,134.98,137.57,0
^JKINFA,4/10/2000,137.57,138.46,135.97,138.46,0
^JKINFA,4/11/2000,138.46,138.46,133.78,136.02,0
^JKINFA,4/12/2000,136.02,136.02,133.79,134.69,0
^JKINFA,4/13/2000,134.69,134.69,132.64,133.96,0
^JKINFA,4/14/2000,133.96,133.96,131.07,131.07,0
^JKINFA,4/17/2000,131.07,131.07,122.35,124.11,0
^JKINFA,4/18/2000,124.11,125.69,122.71,123.58,0
^JKINFA,4/19/2000,123.58,124.98,123.15,123.27,0
^JKINFA,4/20/2000,123.27,123.27,122.23,123.23,0
^JKINFA,4/21/2000,123.23,123.23,123.23,123.23,0
^JKINFA,4/24/2000,123.23,126.36,123.23,126.36,0
^JKINFA,4/25/2000,126.36,126.36,123.14,123.96,0
^JKINFA,4/26/2000,123.96,128.46,122.61,127.06,0
^JKINFA,4/27/2000,127.06,127.06,124.60,124.85,0
^JKINFA,4/28/2000,124.85,124.88,122.85,123.70,0
^JKINFA,5/1/2000,123.70,123.88,122.43,123.86,0
^JKINFA,5/2/2000,123.86,125.49,122.58,124.86,0
^JKINFA,5/3/2000,124.86,126.77,123.96,125.17,0
^JKINFA,5/4/2000,125.17,125.37,123.75,124.49,0
^JKINFA,5/5/2000,124.49,125.52,124.13,124.99,0
^JKINFA,5/8/2000,124.99,126.22,124.51,125.47,0
^JKINFA,5/9/2000,125.47,125.47,125.47,125.47,0
^JKINFA,5/10/2000,126.01,126.64,125.21,125.65,0
^JKINFA,5/11/2000,125.65,125.65,120.70,120.90,0
^JKINFA,5/12/2000,120.90,121.60,116.90,119.36,0
^JKINFA,5/15/2000,119.36,119.36,114.81,115.69,0
^JKINFA,5/16/2000,115.69,115.69,109.07,109.36,0
^JKINFA,5/17/2000,109.36,116.57,109.36,116.25,0
^JKINFA,5/18/2000,116.25,116.25,116.25,116.25,0
^JKINFA,5/19/2000,116.25,116.25,112.14,112.78,0
^JKINFA,5/22/2000,112.78,112.78,109.24,111.13,0
^JKINFA,5/23/2000,111.13,112.34,110.04,111.61,0
^JKINFA,5/24/2000,111.61,111.61,110.07,111.60,0
^JKINFA,5/25/2000,111.60,112.56,110.33,111.07,0
^JKINFA,5/26/2000,111.07,111.07,107.61,109.20,0
^JKINFA,5/29/2000,109.20,109.20,104.13,104.82,0
^JKINFA,5/30/2000,104.82,104.82,104.82,104.82,0
^JKINFA,5/31/2000,107.75,109.55,103.65,103.96,0
^JKINFA,6/1/2000,103.96,103.96,103.96,103.96,0
^JKINFA,6/2/2000,103.96,105.24,97.01,98.42,0
^JKINFA,6/5/2000,98.42,102.55,98.42,102.22,0
