Ticker,Date/Time,Open,High,Low,Close,Volume
^JKSMINFRA18,2/1/2013,302.50,306.16,302.35,304.43,153810000
^JKSMINFRA18,2/4/2013,305.35,306.40,302.68,304.41,0
^JKSMINFRA18,2/5/2013,303.10,304.15,301.06,304.05,0
^JKSMINFRA18,2/6/2013,305.43,305.62,302.87,304.81,0
^JKSMINFRA18,2/7/2013,304.35,304.88,301.60,301.92,0
^JKSMINFRA18,2/8/2013,304.54,305.59,301.55,302.04,0
^JKSMINFRA18,2/11/2013,302.93,305.33,302.83,304.58,0
^JKSMINFRA18,2/12/2013,304.51,309.38,304.35,309.30,0
^JKSMINFRA18,2/13/2013,308.65,310.68,307.94,308.86,0
^JKSMINFRA18,2/14/2013,309.15,310.34,306.97,308.39,0
^JKSMINFRA18,2/15/2013,308.54,309.69,307.32,309.27,0
^JKSMINFRA18,2/18/2013,310.04,311.04,307.40,308.00,0
^JKSMINFRA18,2/19/2013,307.79,309.17,304.81,306.15,0
^JKSMINFRA18,2/20/2013,306.63,308.08,304.46,306.50,0
^JKSMINFRA18,2/21/2013,305.01,307.30,304.05,305.97,261710000
^JKSMINFRA18,2/22/2013,305.05,306.00,303.74,305.33,204450000
^JKSMINFRA18,2/25/2013,306.62,307.68,304.44,306.85,0
^JKSMINFRA18,2/26/2013,306.14,306.72,303.76,305.42,0
^JKSMINFRA18,2/27/2013,306.94,313.41,306.55,311.27,0
^JKSMINFRA18,2/28/2013,314.98,320.46,313.25,318.79,0
^JKSMINFRA18,3/1/2013,321.37,326.09,318.82,325.16,0
^JKSMINFRA18,3/4/2013,324.26,325.91,319.75,319.75,0
^JKSMINFRA18,3/5/2013,320.39,323.13,319.61,321.77,155820000
^JKSMINFRA18,3/6/2013,323.71,333.15,323.65,331.31,366700000
^JKSMINFRA18,3/7/2013,329.92,330.53,326.95,329.39,227950000
^JKSMINFRA18,3/8/2013,330.67,335.19,330.24,330.76,224090000
^JKSMINFRA18,3/11/2013,331.22,331.50,326.58,327.59,0
^JKSMINFRA18,3/13/2013,328.68,331.45,325.18,326.12,0
^JKSMINFRA18,3/14/2013,325.74,326.55,321.29,322.88,0
^JKSMINFRA18,3/15/2013,324.95,330.44,322.92,322.92,230980000
^JKSMINFRA18,3/18/2013,322.08,325.34,320.73,323.15,199550000
^JKSMINFRA18,3/19/2013,323.62,326.56,323.62,324.36,284280000
^JKSMINFRA18,3/20/2013,326.27,328.41,324.60,327.03,404780000
^JKSMINFRA18,3/21/2013,328.72,331.88,324.29,326.24,278969984
^JKSMINFRA18,3/22/2013,325.87,327.34,317.27,319.73,271200000
^JKSMINFRA18,3/25/2013,322.25,325.45,321.52,323.70,235920000
^JKSMINFRA18,3/26/2013,325.13,332.36,324.14,331.18,241410000
^JKSMINFRA18,3/27/2013,332.71,335.25,331.27,335.25,224680000
^JKSMINFRA18,3/28/2013,334.16,337.97,332.84,336.85,192280000
^JKSMINFRA18,4/1/2013,336.90,338.23,333.09,334.55,148120000
^JKSMINFRA18,4/2/2013,334.03,337.73,333.98,337.00,185770000
^JKSMINFRA18,4/3/2013,336.95,343.96,336.03,343.88,225810000
^JKSMINFRA18,4/4/2013,342.50,342.84,338.52,340.05,237060000
^JKSMINFRA18,4/5/2013,340.47,340.84,334.23,335.66,146460000
^JKSMINFRA18,4/8/2013,336.45,338.12,331.83,334.53,142260000
^JKSMINFRA18,4/9/2013,336.64,338.55,333.96,337.16,193630000
^JKSMINFRA18,4/10/2013,338.52,338.52,332.91,334.98,162550000
^JKSMINFRA18,4/11/2013,335.51,339.68,334.65,339.68,252130000
^JKSMINFRA18,4/12/2013,339.27,342.29,339.25,340.41,180750000
^JKSMINFRA18,4/15/2013,338.59,340.20,335.30,337.50,132700000
^JKSMINFRA18,4/16/2013,337.02,346.60,334.71,346.60,217730000
^JKSMINFRA18,4/17/2013,347.78,353.88,346.65,353.18,254470000
^JKSMINFRA18,4/18/2013,349.94,352.02,347.91,350.78,190730000
^JKSMINFRA18,4/19/2013,347.98,353.59,347.62,349.81,165390000
^JKSMINFRA18,4/22/2013,351.34,354.04,346.72,349.92,190010000
^JKSMINFRA18,4/23/2013,350.26,351.88,347.22,348.71,188230000
^JKSMINFRA18,4/24/2013,351.18,351.90,347.92,350.32,148520000
^JKSMINFRA18,4/25/2013,350.52,351.06,343.97,348.66,148640000
^JKSMINFRA18,4/26/2013,348.49,348.63,344.32,344.42,182880000
^JKSMINFRA18,4/29/2013,346.59,348.12,345.84,347.78,182200000
^JKSMINFRA18,4/30/2013,347.40,352.23,347.05,351.40,196090000
^JKSMINFRA18,5/1/2013,351.82,354.05,351.53,354.01,243210000
