Ticker,Date/Time,Open,High,Low,Close,Volume
^JKPEFINDO25,5/19/2010,239.44,239.31,234.76,235.93,74820000
^JKPEFINDO25,5/20/2010,235.93,237.23,230.99,234.58,49870000
^JKPEFINDO25,5/21/2010,234.58,233.62,227.85,229.29,41130000
^JKPEFINDO25,5/24/2010,229.29,231.79,225.24,227.64,35650000
^JKPEFINDO25,5/25/2010,227.64,227.59,216.32,218.17,49690000
^JKPEFINDO25,5/26/2010,218.17,226.10,217.13,226.10,163530000
^JKPEFINDO25,5/27/2010,226.10,229.28,224.29,229.16,58140000
^JKPEFINDO25,5/31/2010,229.16,233.00,229.35,232.98,84100000
^JKPEFINDO25,6/1/2010,232.98,233.68,230.71,231.20,474040000
^JKPEFINDO25,6/2/2010,231.20,233.71,231.40,233.12,404110016
^JKPEFINDO25,6/3/2010,233.12,235.08,233.24,235.08,254960000
^JKPEFINDO25,6/4/2010,235.08,237.34,234.44,237.27,671249984
^JKPEFINDO25,6/7/2010,237.27,237.10,232.93,233.57,486200000
^JKPEFINDO25,6/8/2010,233.57,236.46,232.81,236.33,288100000
^JKPEFINDO25,6/9/2010,236.33,236.93,234.84,236.93,201230000
^JKPEFINDO25,6/10/2010,236.93,238.63,236.24,238.53,173360000
^JKPEFINDO25,6/11/2010,238.53,240.22,237.79,238.55,140120000
^JKPEFINDO25,6/14/2010,238.55,241.80,238.47,241.30,197330000
^JKPEFINDO25,6/15/2010,241.30,241.98,238.97,240.13,136640000
^JKPEFINDO25,6/16/2010,240.13,242.03,239.57,240.56,175110000
^JKPEFINDO25,6/17/2010,240.56,242.27,239.68,242.27,128660000
^JKPEFINDO25,6/18/2010,242.27,242.74,239.34,240.83,124080000
^JKPEFINDO25,6/21/2010,240.83,243.95,240.91,242.25,98860000
^JKPEFINDO25,6/22/2010,242.25,242.44,240.12,242.41,49620000
^JKPEFINDO25,6/23/2010,242.41,245.90,241.48,245.90,174040000
^JKPEFINDO25,6/24/2010,245.90,249.88,244.91,246.80,160610000
^JKPEFINDO25,6/25/2010,246.80,248.81,244.82,247.91,142840000
^JKPEFINDO25,6/28/2010,247.91,248.92,245.93,247.00,129150000
^JKPEFINDO25,6/29/2010,247.00,248.19,243.48,244.90,131540000
^JKPEFINDO25,6/30/2010,244.90,245.17,242.60,245.17,61140000
^JKPEFINDO25,7/2/2010,247.04,247.79,246.32,247.22,160460000
^JKPEFINDO25,7/5/2010,247.22,249.05,246.37,247.61,124410000
^JKPEFINDO25,7/6/2010,247.61,249.94,246.99,249.66,75450000
^JKPEFINDO25,7/7/2010,249.66,249.75,247.60,248.05,103130000
^JKPEFINDO25,7/8/2010,248.05,250.40,248.06,249.98,65830000
^JKPEFINDO25,7/9/2010,249.98,250.28,248.54,249.57,28880000
^JKPEFINDO25,7/12/2010,249.57,251.94,249.82,251.08,49780000
^JKPEFINDO25,7/13/2010,251.08,252.02,250.98,251.71,70540000
^JKPEFINDO25,7/14/2010,251.71,253.61,251.54,252.68,81320000
^JKPEFINDO25,7/15/2010,252.68,254.16,251.75,253.45,81700000
^JKPEFINDO25,7/16/2010,253.45,254.74,253.06,254.61,75090000
^JKPEFINDO25,7/19/2010,254.61,255.37,252.52,253.05,28670000
^JKPEFINDO25,7/20/2010,253.05,255.39,253.05,255.37,239110000
^JKPEFINDO25,7/21/2010,255.37,256.76,254.88,256.30,109910000
^JKPEFINDO25,7/22/2010,256.30,258.21,256.12,257.81,166500000
^JKPEFINDO25,7/23/2010,257.81,259.42,256.93,259.42,94650000
^JKPEFINDO25,7/26/2010,259.42,259.66,254.71,255.57,665350016
^JKPEFINDO25,7/27/2010,255.57,257.47,254.09,254.82,544739968
^JKPEFINDO25,7/28/2010,254.82,256.32,254.48,254.92,141120000
^JKPEFINDO25,7/29/2010,254.92,256.73,253.70,256.31,56130000
